MDR_REPORT_KEY|DATE_OF_EVENT|EVENT_TYPE|DEVICE_REPORT_PRODUCT_CODE
10168785|05/26/2020|M|NIQ
10168797|02/17/2020|IN|NIQ
10168885|06/16/2020|M|NIQ
10168900|03/11/2020|IN|NIQ
10169342|02/15/2020|IN|NIQ
10169393|05/22/2020|M|NIQ
10169429|02/09/2020|IN|NIQ
10169438|01/16/2020|IN|NIQ
10169617|01/23/2020|M|NIQ
10169619|05/26/2020|IN|NIQ
10171144|06/11/2020|M|NIQ
10171573|06/03/2020|IN|NIQ
10171702|03/13/2020|IN|NIQ
10171863|01/15/2020|IN|NIQ
10172017|06/04/2020|M|NIQ
10172032|05/24/2020|IN|NIQ
10172107|06/04/2020|IN|NIQ
10172113|05/24/2020|IN|NIQ
10172152|03/03/2020|M|NIQ
10172688|05/16/2019|IN|NIQ
10173225|06/15/2020|M|NIQ
10173710|06/15/2020|M|NIQ
10173913|02/27/2020|IN|NIQ
10173996|03/05/2020|IN|NIQ
10174213|05/19/2020|IN|NIQ
10175337|05/04/2020|IN|MAF
10175482|05/28/2020|M|NIQ
10175555|05/22/2020|M|NIQ
10176745|06/15/2020|M|NIQ
10176806|05/27/2020|M|NIQ
10176815|05/27/2020|M|NIQ
10176818|05/27/2020|M|NIQ
10176822|11/27/2019|M|NIQ
10177273|03/02/2020|M|NIQ
10177318|03/02/2020|M|NIQ
10177833|06/05/2020|M|NIQ
10177887|06/16/2020|M|NIQ
10177917|06/16/2020|M|NIQ
10177949|06/16/2020|M|NIQ
10177966|06/16/2020|M|NIQ
10178734|06/11/2020|M|NIQ
10178985|06/01/2018|IN|PNY
10179695|05/28/2020|M|NIQ
10179822|07/06/2018|IN|PNY
10181324|05/27/2020|M|NIQ
10181350|05/23/2019|M|NIQ
10181398|06/05/2020|M|NIQ
10181531|06/15/2020|M|NIQ
10181582|05/07/2020|M|NIQ
10181608|01/06/2014|IN|PNY
10181773|01/06/2014|IN|NIQ
10182422|04/02/2019|M|NIQ
10182471|05/16/2020|M|NIQ
10182484|05/27/2020|M|NIQ
10182496|04/03/2020|M|NIQ
10182545|05/12/2020|M|NIQ
10182546|10/09/2019|M|NIQ
10183052|06/18/2020|IN|MAF
10183139|06/17/2020|M|NIQ
10183209|05/26/2020|M|NIQ
10184042|06/19/2020|IN|NIQ
10184072|04/21/2020|M|NIQ
10184209|03/19/2020|M|NIQ
10184322|06/03/2020|M|MAF
10184533|06/04/2020|IN|MAF
10184737|05/26/2020|IN|NIQ
10185085|05/01/2020|M|NIQ
10185089|02/01/2020|IN|PNY
10185383|01/01/2020|IN|NIQ
10185728|04/27/2020|M|NIQ
10185849|06/11/2020|IN|NIQ
10185879|05/01/2020|IN|NIQ
10185925|01/01/2017|IN|PNY
10186059|05/28/2020|M|NIQ
10186140|03/30/2020|M|NIQ
10186224|05/30/2020|M|NIQ
10186574|04/20/2020|M|NIQ
10186594|05/29/2020|M|NIQ
10186607|06/15/2020|M|NIQ
10186611|04/14/2020|M|NIQ
10186661|06/13/2020|M|NIQ
10186678|05/01/2020|M|NIQ
10186694|04/14/2020|M|NIQ
10187137|08/26/2019|M|NIQ
10187139|05/29/2020|M|NIQ
10187181|04/27/2020|IN|NIQ
10187212|05/28/2020|M|NIQ
10187781|06/23/2020|M|NIQ
10187843|06/18/2020|M|NIQ
10188014|06/06/2020|IN|NIQ
10188490|05/04/2020|IN|NIQ
10188491|03/04/2020|M|NIQ
10189020|06/15/2020|M|NIQ
10189717|03/12/2020|M|NIQ
10189754|02/15/2020|M|NIQ
10189890|06/12/2020|IN|NIQ
10189966|06/01/2020|IN|NIQ
10189969|05/06/2020|M|NIQ
10190015|06/02/2020|IN|NIQ
10190063|06/01/2020|M|NIQ
10190090|06/22/2020|M|MAF
10190131|03/25/2020|M|NIQ
10190207|04/21/2020|M|NIQ
10190211|06/02/2020|M|NIQ
10190309|04/20/2020|M|NIQ
10190764|06/03/2020|IN|NIQ
10190949|06/01/2020|M|NIQ
10191079|05/13/2020|M|NIQ
10191083|05/13/2020|M|NIQ
10191763|06/01/2020|M|NIQ
10192218|05/29/2020|M|NIQ
10192237|06/18/2020|M|NIQ
10193882|06/23/2020|IN|NIQ
10193978|06/22/2020|M|NIQ
10194002|06/22/2020|M|NIQ
10194692|05/22/2020|M|NIQ
10194697|04/03/2020|M|NIQ
10194699|03/09/2020|M|NIQ
10194989|06/01/2020|M|NIQ
10195374|05/11/2020|M|NIQ
10195439|02/11/2020|M|NIQ
10195507|03/12/2020|M|NIQ
10195628|04/22/2020|M|NIQ
10195724|06/05/2020|M|NIQ
10195927|05/13/2020|IN|NIQ
10196473|06/03/2020|M|NIQ
10196502|06/17/2020|M|NIQ
10196530|04/28/2020|M|NIQ
10196561|06/04/2020|M|NIQ
10196612|06/08/2020|M|NIQ
10196644|04/17/2019|M|NIQ
10196810|06/04/2020|M|NIQ
10197015|04/15/2020|M|NIQ
10197073|06/19/2020|M|NIQ
10197097|06/08/2020|IN|NIQ
10197168|04/21/2020|M|NIQ
10197174|06/09/2020|M|NIQ
10197180|03/20/2020|M|NIQ
10197394|06/22/2020|M|NIQ
10197629|06/11/2020|M|NIQ
10197637|01/01/2020|M|NIQ
10197642|06/11/2020|M|NIQ
10199767|06/01/2020|IN|NIQ
10200022|06/01/2020|M|MAF
10200877|06/05/2020|M|NIQ
10201764|06/01/2020|IN|NIQ
10202556|06/05/2020|M|NIQ
10202568|06/22/2020|M|NIQ
10202576|06/20/2020|M|NIQ
10202632|06/05/2020|M|NIQ
10202635|05/26/2020|M|NIQ
10202687|03/16/2020|M|NIQ
10203228|06/18/2020|M|NIQ
10204105|12/12/2019|M|MAF
10204120|06/15/2020|IN|NIQ
10204453|05/19/2020|M|NIQ
10205180|01/04/2020|M|NIQ
10205188|06/10/2020|M|NIQ
10205496|06/02/2020|IN|NIQ
10205500|06/02/2020|IN|NIQ
10205506|06/02/2020|IN|NIQ
10205513|06/02/2020|IN|NIQ
10206117|06/24/2020|M|NIQ
10206327|05/29/2020|IN|NIQ
10206722|06/06/2020|IN|NIQ
10207180|06/09/2020|IN|MAF
10207883|04/14/2020|IN|NIQ
10208978|06/16/2020|M|MAF
10209195|05/19/2020|M|NIQ
10209230|06/16/2020|M|NIQ
10209830|06/17/2020|M|NIQ
10210751|06/23/2020|M|NIQ
10211561|06/09/2020|IN|NIQ
10211755|06/06/2020|IN|NIQ
10212020|06/09/2020|IN|MAF
10212044|06/07/2015|IN|NIQ
10212160|02/05/2020|IN|MAF
10212168|06/19/2020|IN|MAF
10212482|06/09/2020|M|NIQ
10213231|06/10/2020|M|NIQ
10213397|04/21/2020|M|NIQ
10213580|06/08/2020|M|NIQ
10213616|11/27/2019|M|NIQ
10213617|04/21/2020|M|NIQ
10214304|03/12/2020|M|NIQ
10214451|06/05/2020|IN|NIQ
10214925|06/11/2020|M|NIQ
10214927|03/09/2020|M|NIQ
10214933|06/10/2020|M|NIQ
10214938|06/05/2020|M|NIQ
10215073|05/04/2020|M|NIQ
10215156|05/12/2020|M|NIQ
10215209|04/24/2020|M|NIQ
10216776|04/06/2020|M|NIQ
10216827|03/18/2020|M|NIQ
10216982|04/09/2020|M|NIQ
10218324|06/27/2020|M|NIQ
10218368|07/05/2019|M|NIQ
10218979|06/10/2020|M|NIQ
10219848|06/26/2020|IN|NIQ
10219873|06/11/2020|M|NIQ
10219908|06/24/2020|M|NIQ
10219925|03/30/2020|M|NIQ
10219928|06/04/2020|M|NIQ
10219929|06/10/2020|M|NIQ
10219930|06/08/2020|M|NIQ
10219932|06/08/2020|M|NIQ
10219935|06/05/2020|M|NIQ
10219936|03/16/2020|M|NIQ
10219937|06/25/2020|M|NIQ
10219938|06/08/2020|M|NIQ
10219940|06/05/2020|M|NIQ
10220669|06/08/2020|M|NIQ
10220703|06/28/2020|M|NIQ
10220938|06/24/2020|M|NIQ
10220941|06/30/2020|M|NIQ
10221900|06/09/2020|IN|NIQ
10221975|06/15/2020|IN|NIQ
10222136|06/15/2020|IN|NIQ
10223133|06/16/2020|IN|NIQ
10223144|06/16/2020|IN|NIQ
10224003|06/08/2020|M|NIQ
10224181|06/22/2020|IN|NIQ
10224237|05/11/2020|M|NIQ
10224438|06/11/2020|IN|NIQ
10224671|06/01/2020|IN|MAF
10224748|05/08/2020|M|NIQ
10224854|03/21/2020|M|NIQ
10225058|03/22/2020|M|NIQ
10225146|06/02/2020|IN|NIQ
10225276|06/06/2020|IN|NIQ
10225463|06/12/2020|IN|NIQ
10225597|05/26/2020|M|NIQ
10228317|06/05/2020|M|NIQ
10228381|06/26/2020|M|NIQ
10229733|06/27/2020|M|NIQ
10230713|06/26/2020|M|NIQ
10230985|06/02/2020|M|NIQ
10231845|11/28/2019|IN|NIQ
10231967|09/08/2019|IN|NIQ
10231972|09/08/2019|IN|NIQ
10231975|09/08/2019|IN|NIQ
10232086|06/15/2020|IN|NIQ
10237694|06/18/2020|IN|NIQ
10238358|06/24/2020|M|NIQ
10238406|06/11/2020|M|NIQ
10238427|02/18/2020|M|NIQ
10238465|06/24/2020|M|NIQ
10239100|06/15/2020|IN|NIQ
10239149|06/17/2020|IN|NIQ
10239307|06/16/2020|M|NIQ
10239965|06/15/2020|M|NIQ
10240494|06/12/2020|M|NIQ
10240938|05/04/2020|M|NIQ
10241051|06/16/2020|IN|NIQ
10241257|06/09/2020|M|NIQ
10241971|06/18/2020|M|NIQ
10242493|06/08/2020|M|NIQ
10242906|06/27/2020|M|NIQ
10243046|06/05/2020|IN|NIQ
10243105|06/18/2020|M|NIQ
10243226|06/27/2020|M|NIQ
10243591|07/01/2020|IN|NIQ
10243622|07/02/2020|M|NIQ
10243705|03/06/2020|M|NIQ
10243722|03/05/2020|M|NIQ
10243733|06/23/2020|M|NIQ
10243740|02/28/2020|M|NIQ
10243765|04/14/2020|M|NIQ
10245062|05/28/2020|M|NIQ
10246317|06/09/2020|IN|NIQ
10246484|06/15/2020|M|NIQ
10247348|06/11/2020|M|NIQ
10247642|06/02/2020|IN|NIQ
10247855|01/16/2020|M|NIQ
10247959|11/29/2019|M|NIQ
10247981|06/17/2020|IN|MAF
10248040|06/08/2020|M|NIQ
10248098|03/14/2020|M|NIQ
10248335|05/07/2020|M|NIQ
10248462|06/09/2020|M|NIQ
10248465|06/02/2020|M|NIQ
10248467|06/15/2020|M|NIQ
10248468|06/11/2020|M|NIQ
10248661|05/21/2020|M|NIQ
10248718|07/02/2020|M|NIQ
10248742|02/04/2020|M|NIQ
10249222|07/01/2020|M|NIQ
10249293|07/06/2020|M|NIQ
10249392|03/06/2020|M|NIQ
10249428|07/06/2020|M|NIQ
10250637|07/06/2020|M|NIQ
10253701|05/11/2020|M|NIQ
10254458|04/10/2020|M|NIQ
10254491|04/07/2020|M|NIQ
10254558|06/11/2020|IN|NIQ
10254695|06/01/2020|M|NIQ
10255280|06/27/2020|M|NIQ
10255368|06/15/2020|M|NIQ
10255499|04/21/2020|M|MAF
10255636|07/02/2020|M|NIQ
10255655|06/13/2020|M|NIQ
10255673|07/01/2020|M|NIQ
10255700|07/06/2020|M|NIQ
10255756|06/15/2020|IN|MAF
10255758|06/16/2020|IN|MAF
10255776|06/16/2020|M|MAF
10255797|06/23/2020|IN|NIQ
10255811|06/16/2020|M|NIQ
10255840|06/17/2020|M|NIQ
10256614|12/21/2019|IN|NIQ
10256828|07/07/2020|M|NIQ
10256888|06/19/2020|M|NIQ
10257179|07/08/2020|M|NIQ
10257198|02/06/2020|IN|NIQ
10257231|02/06/2020|IN|NIQ
10257428|06/19/2020|M|NIQ
10257777|06/04/2020|M|NIQ
10257959|07/07/2020|M|NIQ
10259014|11/18/2019|M|NIQ
10259801|06/18/2020|IN|NIQ
10260380|06/09/2020|M|NIQ
10261046|06/18/2020|M|NIQ
10261372|07/07/2020|M|NIQ
10261403|07/03/2020|M|NIQ
10261450|12/31/2019|IN|NIQ
10261570|06/30/2020|IN|NIQ
10261619|07/03/2020|M|NIQ
10261630|07/02/2020|M|NIQ
10261793|06/24/2020|M|MAF
10261794|06/24/2020|M|MAF
10261875|03/05/2020|IN|NIQ
10261876|03/05/2020|IN|NIQ
10261879|03/05/2020|IN|NIQ
10261881|03/05/2020|IN|NIQ
10261882|03/05/2020|M|NIQ
10262049|06/27/2020|M|NIQ
10262732|06/24/2020|M|NIQ
10262788|04/27/2020|M|NIQ
10263336|08/28/2019|M|NIQ
10263345|03/27/2019|M|NIQ
10263394|04/17/2018|M|NIQ
10263406|12/13/2018|M|NIQ
10263413|01/08/2019|M|NIQ
10263426|10/24/2019|M|NIQ
10263981|04/08/2020|M|NIQ
10264167|06/12/2020|IN|NIQ
10264354|06/21/2020|IN|NIQ
10264632|06/16/2020|M|NIQ
10264679|06/18/2020|IN|MAF
10264770|06/18/2020|IN|MAF
10264872|06/01/2020|IN|NIQ
10265017|07/02/2020|IN|NIQ
10267845|06/23/2020|IN|NIQ
10267872|06/24/2020|IN|NIQ
10267890|06/13/2020|M|NIQ
10267978|06/27/2020|IN|NIQ
10268176|06/23/2020|IN|MAF
10268493|05/29/2020|M|NIQ
10268592|06/08/2020|M|NIQ
10268684|06/23/2020|M|NIQ
10268742|06/22/2020|M|NIQ
10268750|05/11/2020|M|NIQ
10269377|06/30/2020|M|NIQ
10270501|06/29/2020|M|NIQ
10270578|05/27/2020|IN|MAF
10270643|06/02/2020|M|NIQ
10270838|05/20/2020|IN|NIQ
10271740|06/22/2020|M|NIQ
10271842|05/11/2020|M|NIQ
10273030|03/27/2020|IN|MAF
10273427|05/12/2020|M|NIQ
10273435|09/03/2019|IN|NIQ
10273499|06/26/2020|IN|MAF
10273524|06/23/2020|M|NIQ
10273527|06/17/2020|M|NIQ
10273532|05/14/2020|M|NIQ
10273533|05/14/2020|M|NIQ
10273537|07/13/2020|M|NIQ
10273538|07/02/2020|M|NIQ
10273539|06/16/2020|M|NIQ
10273541|06/18/2020|M|NIQ
10273559|06/17/2020|M|NIQ
10273770|06/09/2020|M|NIQ
10273867|07/07/2020|IN|NIQ
10273889|05/08/2020|M|NIQ
10273925|03/22/2020|IN|NIQ
10274027|03/15/2020|M|NIQ
10274064|06/25/2020|M|NIQ
10274092|04/20/2020|M|NIQ
10274120|07/06/2020|M|NIQ
10274124|06/22/2020|M|NIQ
10274135|07/07/2020|M|NIQ
10275784|02/24/2020|M|NIQ
10275903|06/25/2020|M|NIQ
10276218|05/19/2020|M|NIQ
10276300|06/29/2020|M|NIQ
10276840|06/19/2020|IN|NIQ
10276914|06/30/2020|M|NIQ
10276932|06/20/2020|IN|NIQ
10277485|06/25/2020|IN|MAF
10277564|05/18/2020|M|NIQ
10277683|06/23/2020|M|NIQ
10277866|06/25/2020|M|NIQ
10278262|06/27/2020|M|NIQ
10278604|07/06/2020|IN|NIQ
10278987|04/30/2020|M|NIQ
10279012|06/19/2020|IN|NIQ
10279766|07/09/2020|M|NIQ
10280295|06/23/2020|IN|NIQ
10280559|02/06/2020|IN|MAF
10280858|06/10/2020|M|NIQ
10281064|06/26/2020|IN|MAF
10281610|07/10/2020|M|NIQ
10281758|07/08/2020|IN|NIQ
10281792|07/11/2020|IN|NIQ
10281882|03/21/2020|M|NIQ
10281905|07/12/2020|IN|NIQ
10282249|07/01/2020|M|NIQ
10282938|12/15/2019|M|NIQ
10283000|03/10/2020|M|NIQ
10283032|03/02/2020|M|NIQ
10283678|06/30/2020|M|NIQ
10283679|06/24/2020|M|NIQ
10284165|06/02/2020|M|NIQ
10284829|05/25/2020|M|NIQ
10284928|06/23/2020|M|NIQ
10285984|10/18/2019|IN|NIQ
10286501|06/29/2020|M|NIQ
10286585|06/29/2020|IN|NIQ
10286778|01/01/2016|IN|MAF
10286824|06/22/2020|IN|NIQ
10286904|01/01/2016|IN|NIQ
10288045|07/12/2020|M|NIQ
10288075|02/01/2020|M|NIQ
10288133|07/13/2020|M|NIQ
10288206|07/13/2020|M|NIQ
10288224|07/02/2020|M|NIQ
10288249|07/13/2020|M|NIQ
10288295|07/01/2020|M|NIQ
10288568|07/10/2020|M|NIQ
10288752|07/13/2020|M|NIQ
10289593|03/11/2020|M|NIQ
10289719|05/21/2020|M|NIQ
10289755|03/13/2020|M|NIQ
10289906|06/18/2020|M|NIQ
10289915|07/14/2020|IN|NIQ
10290001|07/01/2020|M|NIQ
10290212|06/16/2020|IN|NIQ
10290274|06/30/2020|M|NIQ
10290885|06/23/2020|M|NIQ
10292428|07/01/2020|M|NIQ
10292641|06/25/2020|M|MAF
10292806|02/09/2020|IN|NIQ
10292863|06/30/2020|M|NIQ
10292869|07/08/2020|M|NIQ
10294400|07/10/2020|IN|NIQ
10295978|06/26/2020|M|NIQ
10296006|12/01/2012|IN|PNY
10296100|12/01/2012|IN|NIQ
10296212|12/02/2012|IN|PNY
10296272|03/07/2013|IN|PNY
10296400|07/07/2020|M|MAF
10296409|01/05/2013|IN|NIQ
10297757|06/25/2020|IN|NIQ
10297768|01/01/2019|M|NIQ
10298378|06/26/2020|M|NIQ
10299167|06/29/2020|IN|MAF
10299216|06/17/2020|IN|NIQ
10299449|07/01/2020|M|NIQ
10299454|07/01/2020|M|NIQ
10300476|07/14/2020|M|NIQ
10300619|07/16/2020|M|NIQ
10300975|01/16/2019|IN|NIQ
10300981|07/13/2020|M|NIQ
10301430|12/01/2012|IN|PNY
10301894|12/14/2012|IN|PNY
10302037|06/29/2020|M|NIQ
10302159|06/24/2020|IN|NIQ
10302227|06/01/2020|M|NIQ
10302418|04/27/2020|M|NIQ
10302835|06/26/2020|IN|NIQ
10304167|06/29/2020|M|NIQ
10304550|04/09/2020|M|MAF
10304658|06/25/2020|M|NIQ
10305653|01/01/2020|IN|NIQ
10305929|07/01/2020|M|NIQ
10305931|11/08/2019|M|NIQ
10305932|07/14/2020|M|NIQ
10305942|07/02/2020|M|NIQ
10306033|07/01/2020|M|NIQ
10306790|07/20/2020|M|NIQ
10306870|06/17/2020|IN|NIQ
10306872|06/17/2020|IN|NIQ
10306876|06/17/2020|IN|NIQ
10306878|06/17/2020|IN|NIQ
10307183|06/14/2020|M|NIQ
10307706|07/02/2020|M|NIQ
10308032|07/02/2020|M|NIQ
10308455|07/02/2020|M|NIQ
10309019|06/04/2020|M|NIQ
10309526|06/25/2020|IN|MAF
10309670|06/30/2020|M|NIQ
10309820|05/08/2020|M|NIQ
10310305|07/02/2020|M|NIQ
10310521|07/01/2020|M|NIQ
10310842|06/07/2020|M|NIQ
10310971|07/12/2019|IN|NIQ
10311030|07/06/2020|M|NIQ
10311040|07/09/2020|M|NIQ
10311145|07/09/2020|M|NIQ
10311258|12/01/2012|IN|PNY
10311370|06/30/2020|IN|NIQ
10311419|12/01/2012|IN|NIQ
10311578|06/29/2020|IN|NIQ
10311597|08/15/2018|IN|NIQ
10311709|07/17/2020|M|NIQ
10311712|07/10/2020|IN|NIQ
10311715|06/11/2020|M|NIQ
10311716|06/23/2020|M|NIQ
10311718|07/16/2020|M|NIQ
10311723|07/02/2020|M|NIQ
10311728|06/28/2020|M|NIQ
10311729|06/11/2020|M|NIQ
10311732|07/04/2020|M|NIQ
10311856|06/26/2020|M|NIQ
10311869|06/23/2020|M|NIQ
10312141|11/18/2019|M|NIQ
10312271|07/01/2020|M|NIQ
10312507|07/06/2020|M|NIQ
10312578|09/11/2019|IN|NIQ
10312864|06/15/2020|IN|NIQ
10312894|06/15/2020|IN|NIQ
10312937|07/14/2020|M|NIQ
10313090|09/11/2019|IN|NIQ
10313095|07/02/2020|IN|NIQ
10313119|06/19/2020|M|NIQ
10313884|07/02/2020|M|NIQ
10314219|06/29/2020|M|NIQ
10315413|07/01/2020|M|NIQ
10315983|07/03/2020|M|NIQ
10317290|07/02/2020|M|NIQ
10317366|07/16/2020|M|NIQ
10317376|07/14/2020|M|NIQ
10317503|07/14/2020|M|NIQ
10317656|06/30/2020|M|NIQ
10317669|07/01/2020|M|NIQ
10317670|07/15/2020|M|NIQ
10317769|07/13/2020|M|NIQ
10317779|07/16/2020|M|NIQ
10317785|07/16/2020|M|MAF
10318932|01/02/2020|IN|NIQ
10319693|01/21/2020|M|NIQ
10319712|06/30/2020|IN|NIQ
10319758|07/02/2020|M|NIQ
10320668|12/01/2012|IN|MAF
10320867|06/15/2020|IN|NIQ
10323010|06/27/2020|IN|NIQ
10323412|07/06/2020|IN|NIQ
10323493|07/08/2020|IN|MAF
10323607|07/02/2020|IN|NIQ
10323637|06/15/2020|IN|NIQ
10323640|07/13/2020|M|NIQ
10324154|07/10/2020|M|NIQ
10324156|07/07/2020|M|NIQ
10324412|07/14/2020|M|MAF
10324413|07/14/2020|M|MAF
10324424|07/17/2020|M|NIQ
10324425|07/21/2020|IN|NIQ
10325779|05/09/2020|M|NIQ
10326144|07/07/2020|M|NIQ
10326908|03/26/2019|IN|NIQ
10328338|07/04/2020|IN|NIQ
10328680|07/02/2020|IN|NIQ
10328842|07/06/2020|M|NIQ
10329137|07/06/2020|IN|NIQ
10329147|07/06/2020|IN|NIQ
10329258|07/18/2020|IN|NIQ
10330129|05/03/2019|M|NIQ
10330162|06/15/2020|M|NIQ
10331194|03/17/2020|IN|NIQ
10331202|03/17/2020|IN|NIQ
10331613|07/07/2020|M|NIQ
10331726|03/01/2020|M|NIQ
10332039|06/30/2020|M|NIQ
10332522|06/29/2020|IN|NIQ
10332659|07/22/2020|M|NIQ
10333117|07/07/2020|IN|NIQ
10333280|07/20/2020|M|NIQ
10333313|07/06/2020|M|NIQ
10333353|07/06/2020|IN|NIQ
10333554|12/29/2019|M|NIQ
10333839|03/17/2020|M|NIQ
10333869|03/17/2020|M|NIQ
10334007|07/07/2020|M|NIQ
10334037|06/23/2020|M|NIQ
10334123|07/16/2020|M|NIQ
10334328|07/08/2020|M|NIQ
10334835|05/24/2020|IN|NIQ
10335133|07/01/2020|IN|MAF
10335168|07/15/2020|IN|NIQ
10335593|07/16/2020|M|NIQ
10335612|07/14/2020|IN|NIQ
10335664|07/15/2020|M|NIQ
10335687|07/21/2020|M|NIQ
10335733|06/10/2020|M|NIQ
10336146|07/16/2020|M|NIQ
10337110|04/27/2020|IN|NIQ
10337112|04/27/2020|IN|NIQ
10337203|07/23/2020|IN|NIQ
10337989|07/21/2020|M|NIQ
10338009|07/22/2020|IN|NIQ
10338042|07/21/2020|IN|NIQ
10338074|07/27/2000|M|NIQ
10338080|07/27/2020|M|NIQ
10338653|07/21/2020|M|NIQ
10338703|07/06/2020|IN|NIQ
10338735|07/06/2020|IN|NIQ
10338796|03/26/2020|M|NIQ
10338897|05/22/2020|M|NIQ
10338901|05/14/2020|M|NIQ
10338925|07/09/2020|M|NIQ
10339123|07/16/2020|IN|NIQ
10339668|03/01/2020|M|NIQ
10340016|07/16/2020|M|NIQ
10340845|07/21/2020|M|NIQ
10340895|07/07/2020|M|NIQ
10341095|07/07/2020|M|NIQ
10341101|04/02/2020|M|NIQ
10341222|07/01/2020|M|NIQ
10341252|05/15/2020|M|NIQ
10341269|07/07/2020|M|NIQ
10341653|07/07/2020|IN|NIQ
10341713|07/08/2020|IN|NIQ
10341852|06/11/2020|M|NIQ
10342855|07/27/2020|IN|NIQ
10342944|07/22/2020|M|NIQ
10343597|05/28/2020|M|NIQ
10343658|07/08/2020|M|NIQ
10343942|07/27/2020|M|NIQ
10344062|07/08/2020|M|NIQ
10344120|07/15/2020|IN|NIQ
10345201|04/09/2020|M|NIQ
10345227|04/18/2020|M|NIQ
10345866|05/15/2020|M|NIQ
10346067|05/27/2020|M|NIQ
10346887|07/19/2020|IN|NIQ
10347061|07/01/2020|M|NIQ
10347094|07/06/2020|M|NIQ
10347670|02/24/2020|IN|NIQ
10348167|07/08/2020|IN|MAF
10348300|07/21/2020|M|NIQ
10348322|07/21/2020|M|NIQ
10349457|07/27/2020|M|NIQ
10349620|07/28/2020|M|NIQ
10349712|07/08/2020|M|NIQ
10349730|07/07/2020|M|NIQ
10349965|07/09/2020|IN|NIQ
10350005|05/04/2020|M|NIQ
10350009|03/11/2020|M|NIQ
10350806|07/15/2020|IN|NIQ
10350922|07/03/2020|IN|NIQ
10351950|05/28/2020|M|NIQ
10352663|07/09/2020|IN|NIQ
10352968|07/21/2020|M|NIQ
10353018|07/23/2020|M|NIQ
10353155|03/16/2020|M|NIQ
10353217|07/09/2020|IN|NIQ
10353219|07/09/2020|IN|NIQ
10353385|03/15/2020|M|NIQ
10353476|07/21/2020|M|NIQ
10353477|07/23/2020|M|NIQ
10353494|07/20/2020|M|NIQ
10353570|07/09/2020|M|NIQ
10353671|07/10/2020|M|NIQ
10353678|07/27/2020|M|NIQ
10353731|06/19/2020|M|NIQ
10353820|06/01/2020|IN|NIQ
10353845|06/01/2020|IN|NIQ
10353945|03/16/2020|M|NIQ
10354310|03/26/2020|M|NIQ
10354424|07/27/2020|M|NIQ
10355882|07/21/2020|IN|PNY
10356069|07/21/2020|IN|PNY
10356625|05/27/2020|IN|NIQ
10356714|06/11/2020|IN|NIQ
10356769|07/02/2020|M|NIQ
10356814|07/10/2020|M|NIQ
10356889|03/23/2020|M|NIQ
10356934|01/09/2020|M|NIQ
10356994|07/13/2020|M|NIQ
10357036|05/20/2020|M|NIQ
10357143|06/12/2020|IN|NIQ
10357727|03/17/2020|M|NIQ
10358028|05/22/2020|M|NIQ
10358975|07/20/2020|IN|NIQ
10358990|07/23/2020|M|NIQ
10359008|07/12/2020|M|NIQ
10359013|07/27/2020|M|NIQ
10359029|07/09/2020|M|NIQ
10359040|07/28/2020|IN|NIQ
10359063|07/23/2020|M|NIQ
10359454|05/15/2019|IN|NIQ
10359531|05/15/2019|IN|NIQ
10359652|01/14/2020|IN|MAF
10359753|07/14/2020|M|NIQ
10359952|06/17/2020|M|NIQ
10359968|07/10/2020|M|NIQ
10360015|07/13/2020|IN|NIQ
10360174|07/13/2020|IN|MAF
10360270|07/14/2020|IN|NIQ
10360281|07/27/2020|M|NIQ
10360813|07/29/2020|M|NIQ
10360841|07/31/2020|M|NIQ
10360872|07/30/2020|IN|NIQ
10360902|07/29/2020|M|NIQ
10361586|07/03/2020|IN|NIQ
10362203|03/26/2019|IN|NIQ
10362384|07/14/2020|IN|NIQ
10362794|07/15/2020|IN|NIQ
10362996|07/15/2020|M|NIQ
10362997|07/15/2020|M|NIQ
10363221|07/10/2020|IN|MAF
10363229|06/25/2020|M|NIQ
10363628|07/29/2020|M|NIQ
10364503|06/26/2020|M|NIQ
10364506|06/18/2020|M|NIQ
10364518|06/11/2020|M|NIQ
10364870|07/21/2020|IN|MAF
10364954|07/28/2020|M|NIQ
10365234|07/24/2020|M|NIQ
10365392|07/05/2020|IN|NIQ
10365393|07/05/2020|IN|NIQ
10365588|07/24/2020|M|NIQ
10365615|07/23/2020|IN|NIQ
10365618|06/24/2020|M|NIQ
10365649|10/01/2019|M|NIQ
10365691|07/28/2020|M|NIQ
10365945|05/25/2020|M|NIQ
10366287|02/07/2020|IN|NIQ
10367124|07/16/2020|M|NIQ
10367453|08/03/2020|IN|NIQ
10368063|07/14/2020|M|NIQ
10368252|07/30/2020|M|MAF
10368325|06/01/2020|IN|NIQ
10368327|06/09/2020|IN|NIQ
10368677|07/21/2020|M|NIQ
10368727|03/25/2020|M|NIQ
10369197|06/02/2020|M|NIQ
10369228|07/14/2020|M|NIQ
10369370|06/04/2020|M|NIQ
10369782|02/25/2020|M|NIQ
10370343|07/30/2020|M|NIQ
10370658|07/30/2020|M|NIQ
10370998|07/15/2020|IN|MAF
10371012|07/29/2020|M|NIQ
10371169|07/16/2020|M|NIQ
10371221|05/01/2020|IN|NIQ
10371337|07/17/2020|IN|MAF
10371338|07/17/2020|M|MAF
10371392|06/23/2020|M|NIQ
10372482|03/25/2020|M|NIQ
10373059|07/30/2020|M|NIQ
10373167|07/22/2020|M|NIQ
