MDR_REPORT_KEY|DATE_OF_EVENT|EVENT_TYPE|DEVICE_REPORT_PRODUCT_CODE
5634473|12/27/2015|M|NIQ
5634494|04/07/2016|M|NIQ
5634694|04/05/2016|IN|NIQ
5634743|04/05/2016|IN|NIQ
5635115|04/13/2016|IN|MAF
5635147|04/07/2016|M|NIQ
5635159|04/21/2016|IN|NIQ
5635232|04/12/2016|M|NIQ
5635321|04/01/2016|IN|MAF
5635407|02/04/2016|M|NIQ
5635721|04/15/2016|IN|NIQ
5635851|03/16/2016|IN|NIQ
5636004|04/12/2016|M|NIQ
5636049|04/20/2016|IN|NIQ
5636451|04/07/2016|M|NIQ
5636461|04/06/2016|M|NIQ
5636702|09/26/2015|M|NIQ
5636704|04/12/2016|M|NIQ
5636717|11/24/2015|M|NIQ
5636744|10/19/2015|M|NIQ
5636764|01/06/2016|M|NIQ
5636767|12/14/2015|M|NIQ
5636779|12/22/2015|M|NIQ
5637004|03/07/2016|M|NIQ
5637412|04/11/2016|M|MAF
5638329|09/24/2015|IN|NIQ
5640059|11/06/2015|M|NIQ
5640186|04/12/2016|M|NIQ
5640298|11/02/2015|M|NIQ
5640475|11/11/2015|M|NIQ
5640499|12/04/2015|M|NIQ
5640561|03/21/2016|IN|NIQ
5640569|04/11/2016|IN|NIQ
5640580|12/14/2015|M|NIQ
5640597|04/11/2016|M|MAF
5640604|12/15/2015|M|NIQ
5640647|04/08/2016|M|NIQ
5640651|04/15/2016|M|NIQ
5640708|02/18/2016|IN|NIQ
5640748|12/14/2015|M|NIQ
5640755|04/10/2016|M|NIQ
5640974|12/22/2015|M|NIQ
5641015|01/04/2016|M|NIQ
5641071|04/06/2016|M|NIQ
5641139|04/07/2016|M|NIQ
5641161|04/14/2016|IN|NIQ
5641203|01/25/2016|M|NIQ
5641534|04/14/2016|IN|MAF
5641589|04/11/2016|M|NIQ
5641663|01/22/2016|M|NIQ
5641664|04/11/2016|M|NIQ
5641775|03/28/2016|M|NIQ
5641856|04/12/2016|M|NIQ
5642354|04/25/2016|M|NIQ
5642548|05/02/2016|IN|NIQ
5642688|04/20/2016|M|NIQ
5643393|02/02/2016|M|NIQ
5643568|04/04/2016|M|NIQ
5643627|04/12/2016|M|NIQ
5643694|04/11/2016|M|NIQ
5644055|01/07/2016|M|NIQ
5644300|04/13/2016|M|NIQ
5644327|04/18/2016|M|NIQ
5644422|04/27/2016|IN|NIQ
5644477|04/11/2016|IN|NIQ
5644484|04/06/2016|IN|NIQ
5644488|04/18/2016|M|MAF
5644600|04/30/2016|IN|NIQ
5644635|02/09/2016|IN|NIQ
5644640|05/02/2016|IN|MAF
5644728|11/19/2015|IN|NIQ
5644803|04/12/2016|IN|NIQ
5644842|12/17/2015|M|NIQ
5644848|04/27/2016|IN|NIQ
5645109|10/19/2015|M|NIQ
5645271|11/16/2015|IN|NIQ
5645406|04/13/2016|M|NIQ
5646201|04/13/2016|M|NIQ
5646229|04/05/2016|M|NIQ
5646381|04/13/2016|M|MAF
5646387|04/13/2016|M|MAF
5646395|04/14/2016|M|NIQ
5646396|04/14/2016|M|NIQ
5646421|04/15/2016|M|NIQ
5646659|04/15/2016|M|NIQ
5646833|04/14/2016|IN|NIQ
5646894|04/13/2016|M|NIQ
5646899|04/13/2016|M|NIQ
5647471|04/14/2016|M|NIQ
5648019|04/06/2016|M|NIQ
5648029|01/06/2016|M|NIQ
5648052|04/14/2016|M|NIQ
5648073|04/15/2016|M|NIQ
5648129|01/09/2016|M|NIQ
5648130|03/14/2016|M|NIQ
5648242|04/04/2016|M|NIQ
5648255|02/27/2014|IN|NIQ
5648267|03/30/2016|IN|NIQ
5648284|03/30/2016|IN|NIQ
5648292|03/30/2016|IN|NIQ
5648293|03/30/2016|IN|NIQ
5648296|01/19/2016|M|NIQ
5648382|08/27/2015|M|NIQ
5648384|04/13/2016|IN|NIQ
5648424|04/14/2016|IN|NIQ
5648569|01/19/2016|M|NIQ
5648589|04/13/2016|IN|NIQ
5648629|04/20/2016|IN|NIQ
5648665|04/27/2016|IN|NIQ
5648790|12/07/2015|M|MAF
5648806|04/18/2016|M|NIQ
5648826|05/03/2016|IN|NIQ
5649592|04/13/2016|IN|NIQ
5649655|04/02/2016|M|NIQ
5649816|04/22/2016|IN|NIQ
5649822|04/22/2016|IN|NIQ
5649853|04/09/2016|IN|NIQ
5649902|03/11/2016|M|NIQ
5649914|04/15/2016|M|NIQ
5649921|04/18/2016|M|NIQ
5650103|09/26/2015|M|NIQ
5650190|04/14/2016|M|NIQ
5650236|04/13/2016|IN|NIQ
5650271|11/06/2015|M|NIQ
5650277|04/17/2016|M|NIQ
5650295|12/07/2015|M|NIQ
5650384|04/15/2016|M|NIQ
5650406|10/18/2015|M|NIQ
5650414|11/20/2015|M|NIQ
5650421|04/15/2016|IN|NIQ
5650427|04/15/2016|M|NIQ
5650506|04/11/2016|IN|NIQ
5650860|04/13/2016|IN|NIQ
5650875|04/14/2016|M|NIQ
5651204|04/04/2016|IN|NIQ
5651234|04/16/2016|IN|NIQ
5651239|04/16/2016|IN|NIQ
5651395|04/21/2016|M|NIQ
5651400|08/03/2015|IN|NIQ
5651414|04/15/2016|M|NIQ
5651453|04/15/2016|IN|NIQ
5651494|05/02/2016|IN|MAF
5651507|01/14/2016|IN|NIQ
5651530|04/15/2016|M|NIQ
5651610|05/02/2016|IN|NIQ
5651906|05/09/2016|M|NIQ
5652204|04/11/2016|IN|NIQ
5652206|04/12/2016|IN|NIQ
5653288|02/01/2016|IN|NIQ
5653289|01/26/2016|IN|NIQ
5654361|05/15/2014|IN|NIQ
5654362|05/15/2014|IN|NIQ
5654371|03/28/2016|IN|NIQ
5654401|03/28/2016|IN|NIQ
5655262|04/27/2016|M|MAF
5655706|04/14/2016|IN|NIQ
5655720|04/14/2016|M|NIQ
5656020|11/26/2015|M|NIQ
5656347|12/10/2015|M|NIQ
5656352|12/10/2015|M|NIQ
5656399|04/18/2016|M|NIQ
5656402|12/17/2015|M|NIQ
5656436|12/06/2015|M|NIQ
5656443|11/07/2015|M|NIQ
5656452|12/09/2015|M|NIQ
5656502|01/11/2016|M|NIQ
5656644|12/06/2015|M|NIQ
5656660|12/28/2015|M|NIQ
5656720|04/19/2016|M|NIQ
5656732|12/23/2015|M|NIQ
5657422|01/06/2016|M|NIQ
5657463|04/19/2016|M|NIQ
5657696|04/18/2016|M|NIQ
5657722|12/01/2015|M|NIQ
5657725|04/21/2016|M|NIQ
5657739|04/12/2016|M|NIQ
5657746|04/21/2016|M|NIQ
5657806|04/21/2016|IN|NIQ
5657926|04/19/2016|M|NIQ
5657956|04/16/2016|IN|NIQ
5658014|04/28/2016|IN|NIQ
5658042|04/13/2016|IN|NIQ
5658078|11/30/2015|M|NIQ
5658099|03/23/2016|M|NIQ
5658128|04/06/2016|M|MAF
5658195|04/08/2016|M|NIQ
5658556|10/11/2015|IN|NIQ
5659159|04/19/2016|M|MAF
5659161|04/14/2016|M|NIQ
5659228|04/14/2016|M|NIQ
5659253|04/18/2016|M|NIQ
5659299|04/19/2016|M|NIQ
5659360|11/08/2015|M|NIQ
5659367|04/19/2016|M|NIQ
5659391|11/12/2015|M|NIQ
5659461|04/19/2016|M|NIQ
5659484|04/18/2016|IN|NIQ
5659538|04/13/2016|M|MAF
5659581|01/18/2016|M|NIQ
5659617|11/30/2015|M|NIQ
5659652|03/07/2016|M|MAF
5659690|04/19/2016|IN|NIQ
5659712|04/16/2016|M|NIQ
5659785|04/21/2016|M|NIQ
5659812|01/25/2016|M|NIQ
5660356|04/18/2016|IN|NIQ
5660456|01/27/2016|M|NIQ
5660619|04/19/2016|M|NIQ
5660632|01/06/2016|M|NIQ
5660678|02/03/2016|M|NIQ
5660868|11/16/2015|M|NIQ
5660870|04/20/2016|IN|NIQ
5660939|02/04/2016|M|NIQ
5660967|01/07/2016|M|NIQ
5660992|04/20/2016|IN|NIQ
5661039|04/05/2016|IN|NIQ
5661057|04/13/2016|IN|NIQ
5661139|04/22/2016|IN|NIQ
5661161|04/08/2016|IN|NIQ
5661220|04/18/2016|M|NIQ
5661229|04/18/2016|M|NIQ
5661233|04/20/2016|M|NIQ
5661249|11/19/2015|M|NIQ
5661253|05/05/2016|M|NIQ
5661296|02/03/2016|M|NIQ
5661310|11/17/2015|M|NIQ
5661344|04/20/2016|IN|NIQ
5661524|04/21/2016|IN|MAF
5661601|03/13/2016|IN|NIQ
5661627|04/07/2016|IN|NIQ
5661628|04/21/2016|IN|NIQ
5661636|04/25/2016|M|NIQ
5661679|04/20/2016|IN|NIQ
5662332|04/20/2016|M|NIQ
5662334|04/21/2016|M|NIQ
5662353|02/06/2016|M|NIQ
5662400|04/20/2016|M|NIQ
5662573|04/20/2016|M|NIQ
5662599|04/19/2016|IN|NIQ
5662688|04/20/2016|M|NIQ
5662729|04/22/2016|IN|NIQ
5663040|04/19/2016|M|NIQ
5663099|04/12/2016|IN|NIQ
5663330|05/07/2016|IN|NIQ
5663334|02/08/2016|M|NIQ
5663342|04/20/2016|M|NIQ
5663361|04/20/2016|M|NIQ
5663814|04/19/2016|M|NIQ
5663917|02/10/2016|IN|NIQ
5663937|04/12/2016|IN|NIQ
5664259|04/21/2016|M|NIQ
5664328|01/14/2016|IN|NIQ
5664334|01/14/2016|IN|NIQ
5664397|11/02/2015|M|NIQ
5664473|11/22/2015|M|NIQ
5664523|01/11/2016|M|NIQ
5664687|12/07/2015|M|NIQ
5664691|01/25/2016|M|NIQ
5664807|12/05/2015|M|NIQ
5664862|04/20/2016|M|NIQ
5664889|09/18/2015|M|NIQ
5664899|11/17/2015|M|NIQ
5664900|04/15/2016|IN|NIQ
5664905|04/15/2016|IN|NIQ
5665013|04/29/2016|IN|NIQ
5665017|04/25/2016|M|NIQ
5665278|04/22/2016|M|NIQ
5665281|04/22/2016|M|NIQ
5665306|04/25/2016|IN|NIQ
5665309|05/02/2016|IN|MAF
5665401|05/06/2016|M|NIQ
5665421|04/27/2016|IN|NIQ
5665883|04/21/2016|M|NIQ
5666236|04/22/2016|M|NIQ
5666257|04/22/2016|IN|NIQ
5666260|04/20/2016|M|NIQ
5666313|02/19/2016|IN|NIQ
5666347|04/21/2016|M|NIQ
5666377|03/17/2016|IN|NIQ
5666474|04/24/2016|M|NIQ
5666556|04/20/2016|M|NIQ
5666859|04/20/2016|M|MAF
5666876|02/03/2016|M|NIQ
5666936|04/20/2016|M|NIQ
5667217|11/23/2015|M|NIQ
5667352|02/10/2016|IN|NIQ
5667433|02/10/2016|IN|NIQ
5667640|04/14/2016|M|NIQ
5668026|05/02/2016|IN|NIQ
5668049|05/10/2016|IN|NIQ
5668493|05/02/2016|M|MAF
5669222|04/22/2016|IN|MAF
5670081|04/27/2016|IN|NIQ
5670276|04/23/2016|IN|NIQ
5670607|04/04/2016|M|MAF
5670961|04/21/2016|IN|NIQ
5671425|05/10/2016|IN|NIQ
5673557|04/28/2016|IN|MAF
5673689|04/27/2016|IN|MAF
5673744|04/27/2016|IN|MAF
5673749|04/27/2016|IN|MAF
5673756|04/27/2016|IN|MAF
5673758|04/27/2016|IN|MAF
5673917|11/07/2015|IN|NIQ
5673989|03/05/2016|IN|NIQ
5674143|04/28/2016|M|MAF
5674184|04/27/2016|IN|MAF
5674273|04/27/2016|IN|MAF
5674375|04/28/2016|M|NIQ
5674740|05/10/2016|IN|NIQ
5675005|07/31/2015|M|NIQ
5675008|04/25/2016|M|NIQ
5675009|11/13/2015|M|NIQ
5675012|11/22/2015|M|NIQ
5675016|02/06/2016|M|NIQ
5675017|01/12/2016|M|NIQ
5675018|12/14/2015|M|NIQ
5675019|01/05/2016|M|NIQ
5675020|12/01/2015|M|NIQ
5675021|01/06/2016|M|NIQ
5675022|01/25/2016|M|NIQ
5675023|12/14/2015|M|NIQ
5675024|12/23/2015|M|NIQ
5675025|12/09/2015|M|NIQ
5675027|04/25/2016|IN|MAF
5675028|09/12/2015|M|NIQ
5675029|04/26/2016|M|NIQ
5675030|06/08/2015|M|NIQ
5675033|08/12/2015|M|NIQ
5675034|04/18/2016|M|NIQ
5675045|11/03/2015|M|NIQ
5675046|04/27/2016|M|NIQ
5675050|04/26/2016|M|NIQ
5675051|04/14/2016|M|NIQ
5675057|01/31/2016|IN|NIQ
5675060|04/19/2016|M|NIQ
5675261|04/16/2016|M|NIQ
5675348|02/03/2016|M|NIQ
5675363|04/25/2016|M|NIQ
5675390|04/26/2016|IN|NIQ
5675529|04/26/2016|IN|NIQ
5675752|04/23/2016|M|NIQ
5675802|02/04/2016|M|NIQ
5676494|05/04/2016|M|NIQ
5676531|03/17/2016|M|NIQ
5676644|04/20/2016|IN|NIQ
5676735|01/31/2016|M|NIQ
5676782|12/30/2015|M|NIQ
5676869|04/12/2016|M|NIQ
5676925|05/03/2016|M|NIQ
5676938|04/27/2016|M|NIQ
5676972|07/21/2015|M|NIQ
5677009|04/26/2016|M|NIQ
5677159|02/19/2016|IN|NIQ
5677178|11/13/2015|M|NIQ
5677282|04/29/2016|M|NIQ
5678037|01/01/2014|IN|NIQ
5678150|04/19/2016|M|NIQ
5678154|12/08/2015|M|NIQ
5678162|04/28/2016|M|NIQ
5678217|03/21/2016|IN|NIQ
5678235|01/30/2014|IN|NIQ
5678426|03/21/2016|IN|NIQ
5678468|05/09/2016|M|NIQ
5678642|10/29/2015|M|NIQ
5678705|04/27/2016|IN|NIQ
5678919|11/20/2015|M|NIQ
5678939|04/22/2016|M|NIQ
5678981|04/10/2014|IN|NIQ
5679077|11/30/2015|M|NIQ
5679078|04/29/2016|IN|NIQ
5679130|04/29/2016|IN|NIQ
5679280|04/11/2016|IN|NIQ
5679322|04/25/2016|IN|NIQ
5679368|05/02/2016|IN|NIQ
5679390|04/27/2016|M|NIQ
5679403|04/27/2016|IN|NIQ
5679429|04/27/2016|M|NIQ
5679473|04/21/2016|M|NIQ
5679501|04/13/2016|M|NIQ
5679537|03/24/2016|M|MAF
5679551|03/21/2016|M|MAF
5679567|01/26/2016|M|NIQ
5679584|04/18/2016|IN|NIQ
5679586|04/18/2016|IN|NIQ
5679606|12/17/2015|IN|NIQ
5679695|04/28/2016|IN|NIQ
5679716|04/25/2016|IN|NIQ
5679818|12/24/2013|IN|NIQ
5679862|04/28/2016|M|MAF
5679938|12/18/2015|M|NIQ
5679953|12/01/2015|M|NIQ
5679971|01/11/2016|M|NIQ
5680138|04/28/2016|IN|NIQ
5680264|04/27/2016|IN|NIQ
5680310|04/27/2016|M|NIQ
5680366|04/27/2016|M|NIQ
5680391|04/28/2016|M|NIQ
5680744|04/27/2016|M|NIQ
5680758|01/08/2016|M|NIQ
5681365|04/28/2016|M|NIQ
5681392|05/02/2016|M|NIQ
5681593|04/27/2016|M|NIQ
5681602|04/29/2016|IN|NIQ
5681669|01/08/2016|M|NIQ
5681847|05/03/2016|M|NIQ
5681855|04/30/2016|M|NIQ
5681873|01/12/2016|M|NIQ
5681955|01/19/2016|M|NIQ
5682012|05/30/2015|M|NIQ
5682060|04/29/2016|IN|NIQ
5682061|04/22/2016|IN|NIQ
5682165|05/02/2016|IN|NIQ
5682284|04/28/2016|M|NIQ
5682301|04/28/2016|M|NIQ
5682923|11/20/2015|M|NIQ
5682991|04/30/2016|M|NIQ
5682993|05/02/2016|IN|MAF
5682994|05/02/2016|IN|MAF
5682998|04/16/2016|M|NIQ
5683186|12/18/2015|M|NIQ
5683233|05/02/2016|M|NIQ
5683891|04/26/2016|M|NIQ
5683924|04/28/2016|M|NIQ
5684015|03/22/2016|IN|MAF
5684027|04/26/2016|IN|MAF
5684032|04/26/2016|IN|MAF
5684112|07/14/2015|IN|NIQ
5684163|12/11/2015|M|NIQ
5684424|04/21/2016|M|NIQ
5684425|04/26/2016|IN|NIQ
5684428|04/27/2016|M|NIQ
5684437|04/06/2016|M|NIQ
5684440|04/28/2016|IN|MAF
5684444|02/29/2016|M|NIQ
5685730|04/30/2016|IN|MAF
5685778|04/29/2016|M|NIQ
5686018|05/19/2016|M|NIQ
5686731|05/14/2016|IN|NIQ
5686742|04/29/2016|IN|MAF
5686747|04/23/2016|IN|NIQ
5686772|05/02/2016|M|MAF
5686786|05/13/2016|IN|MAF
5686823|05/17/2016|IN|NIQ
5686910|05/03/2016|IN|MAF
5687593|04/19/2016|M|NIQ
5687599|04/27/2016|M|NIQ
5687635|04/29/2016|M|NIQ
5688210|01/14/2016|M|NIQ
5688226|01/14/2016|M|NIQ
5688266|04/21/2016|M|NIQ
5688282|05/01/2016|M|NIQ
5688284|05/02/2016|M|NIQ
5688303|05/02/2016|IN|NIQ
5688355|05/03/2016|IN|NIQ
5688454|05/06/2016|M|NIQ
5688474|03/31/2016|IN|NIQ
5688476|03/31/2016|IN|NIQ
5688577|05/03/2016|M|NIQ
5688582|05/03/2016|IN|NIQ
5688590|05/03/2016|IN|NIQ
5688598|05/13/2016|IN|NIQ
5688647|05/11/2016|IN|NIQ
5688689|05/09/2016|M|NIQ
5689270|04/29/2016|IN|NIQ
5689274|04/29/2016|IN|NIQ
5689284|04/29/2016|IN|NIQ
5689339|04/27/2016|M|NIQ
5689373|02/02/2016|IN|NIQ
5689478|04/17/2016|IN|NIQ
5689568|05/09/2016|M|NIQ
5689614|01/19/2016|M|NIQ
5689664|10/08/2015|M|NIQ
5689691|10/16/2015|M|NIQ
5689894|03/11/2016|IN|NIQ
5689954|05/17/2016|IN|NIQ
5690047|03/14/2016|IN|NIQ
5690603|05/04/2016|M|NIQ
5690703|05/01/2016|M|NIQ
5690782|05/25/2016|IN|NIQ
5691185|04/30/2016|IN|NIQ
5691345|05/02/2016|M|NIQ
5691515|05/04/2016|M|NIQ
5691559|04/25/2016|M|NIQ
5691584|05/04/2016|M|NIQ
5691616|05/02/2016|M|NIQ
5691634|05/03/2016|M|NIQ
5691733|04/25/2016|IN|NIQ
5691835|05/02/2016|IN|NIQ
5691923|05/03/2016|M|NIQ
5692088|04/10/2016|M|MAF
5692353|12/01/2015|IN|NIQ
5692487|05/04/2016|M|NIQ
5692490|05/04/2016|M|NIQ
5692491|05/04/2016|IN|NIQ
5692603|06/04/2015|M|NIQ
5692606|04/14/2016|IN|NIQ
5692632|02/18/2016|M|NIQ
5692819|12/03/2015|M|NIQ
5692881|05/05/2016|IN|NIQ
5692882|12/01/2013|IN|NIQ
5692952|05/04/2016|M|NIQ
5692996|12/31/2015|M|NIQ
5693101|01/11/2016|IN|NIQ
5693147|05/04/2016|IN|NIQ
5693225|05/11/2016|M|NIQ
5693333|05/02/2016|M|NIQ
5693336|01/08/2016|M|NIQ
5693499|01/22/2016|M|NIQ
5693552|04/23/2016|IN|NIQ
5693659|05/21/2016|IN|NIQ
5694156|05/09/2016|M|NIQ
5694171|05/04/2016|IN|NIQ
5694185|01/28/2016|M|NIQ
5694187|01/28/2016|M|NIQ
5694194|01/11/2016|M|NIQ
5694199|05/05/2016|M|NIQ
5694203|04/13/2016|IN|NIQ
5694219|05/02/2016|M|NIQ
5694293|02/12/2016|M|NIQ
5694318|05/06/2016|IN|NIQ
5694325|01/30/2016|M|NIQ
5694350|05/05/2016|M|NIQ
5694362|05/05/2016|M|NIQ
5694375|05/05/2016|M|NIQ
5694412|05/06/2016|M|NIQ
5694434|11/19/2015|M|NIQ
5694451|05/04/2016|M|NIQ
5694459|05/06/2016|M|NIQ
5694564|05/06/2016|IN|NIQ
5694599|04/27/2016|IN|NIQ
5694618|12/19/2015|M|NIQ
5694670|05/06/2016|M|NIQ
5694696|05/06/2016|M|NIQ
5694698|05/04/2016|IN|NIQ
5694699|05/04/2016|IN|NIQ
5694700|05/04/2016|IN|NIQ
5694722|05/03/2016|M|NIQ
5694731|05/04/2016|IN|NIQ
5694762|04/28/2016|IN|NIQ
5694895|05/06/2016|M|MAF
5695392|11/16/2015|M|NIQ
5695493|05/25/2016|IN|NIQ
5695883|05/08/2016|IN|NIQ
5696046|05/22/2016|IN|NIQ
5696182|05/06/2016|IN|NIQ
5696547|10/10/2015|IN|NIQ
5696642|04/19/2016|M|MAF
5696647|05/09/2016|M|MAF
5696931|04/12/2016|M|NIQ
5696941|04/25/2016|IN|NIQ
5696972|02/27/2014|IN|NIQ
5696992|05/06/2016|M|NIQ
5696994|05/09/2016|M|MAF
5697603|04/02/2016|IN|NIQ
5697659|07/25/2015|M|NIQ
5697709|05/23/2016|IN|NIQ
5698036|05/13/2016|IN|MAF
5698146|05/09/2016|M|MAF
5698182|05/09/2016|M|NIQ
5698247|05/09/2016|IN|NIQ
5698269|05/06/2016|M|NIQ
5698391|04/16/2016|M|MAF
5698573|05/11/2016|IN|NIQ
5699062|05/12/2016|M|NIQ
5699210|05/23/2016|IN|NIQ
5699378|04/16/2016|IN|NIQ
5699409|03/06/2016|IN|NIQ
5699453|05/10/2016|IN|NIQ
5699490|05/12/2016|IN|NIQ
5699558|05/12/2016|IN|NIQ
5700287|05/11/2016|M|NIQ
5700288|05/12/2016|M|NIQ
5700290|05/13/2016|M|NIQ
5700291|05/13/2016|M|NIQ
5700292|05/13/2016|M|NIQ
5700293|04/11/2016|M|NIQ
5700294|05/13/2016|M|NIQ
5700528|02/16/2016|M|NIQ
5700717|05/10/2016|M|NIQ
5700737|05/09/2016|M|NIQ
5700745|05/09/2016|M|NIQ
5700755|05/09/2016|M|NIQ
5700759|12/25/2015|M|NIQ
5700809|05/23/2016|IN|NIQ
5700827|09/22/2015|M|NIQ
5700959|04/28/2016|M|MAF
5701023|05/06/2016|M|NIQ
5701046|05/09/2016|M|NIQ
5701059|05/02/2016|M|NIQ
5701065|04/21/2016|M|NIQ
5701074|02/17/2016|M|NIQ
5701078|04/13/2016|M|MAF
5701081|04/13/2016|M|MAF
5701102|05/09/2016|IN|NIQ
5701106|05/08/2016|M|NIQ
5701123|05/04/2016|M|MAF
5701128|02/17/2016|M|NIQ
5701192|01/06/2016|M|NIQ
5701225|02/19/2016|M|NIQ
5701439|05/02/2016|IN|NIQ
5701440|05/11/2016|IN|MAF
5701441|05/11/2016|IN|NIQ
5701464|05/24/2016|IN|NIQ
5701475|12/10/2015|M|NIQ
5701489|05/11/2016|M|NIQ
5701557|05/11/2016|M|NIQ
5701560|05/24/2016|IN|NIQ
5701565|05/11/2016|M|NIQ
5701573|05/11/2016|M|NIQ
5701580|05/09/2016|M|NIQ
5701583|05/21/2016|IN|NIQ
5701589|05/26/2016|IN|NIQ
5701591|05/24/2016|M|NIQ
5701596|05/09/2016|M|NIQ
5701607|05/12/2016|M|NIQ
5701622|05/16/2016|M|NIQ
5701624|05/30/2016|M|NIQ
5701637|05/17/2016|M|NIQ
5701645|05/20/2016|IN|NIQ
5701658|05/18/2016|M|NIQ
5701686|12/07/2015|M|NIQ
5701711|12/01/2015|M|NIQ
5701733|07/14/2013|M|NIQ
5701847|02/07/2016|M|NIQ
5701918|02/25/2016|M|NIQ
5701929|02/29/2016|M|NIQ
5701930|05/09/2016|M|NIQ
5701942|05/13/2016|IN|NIQ
5702655|05/09/2016|M|NIQ
5702668|05/09/2016|M|NIQ
5702679|03/24/2016|M|NIQ
5702694|10/26/2015|M|NIQ
5702710|05/09/2016|M|NIQ
5702787|05/09/2016|M|NIQ
5702802|05/10/2016|M|NIQ
5702828|05/10/2016|M|NIQ
5702837|03/01/2016|M|NIQ
5702893|05/09/2016|M|NIQ
5703001|05/09/2016|IN|NIQ
5703059|05/23/2016|M|MAF
5703085|05/23/2016|IN|MAF
5703187|03/09/2016|IN|NIQ
5703199|05/01/2015|IN|NIQ
5703200|05/01/2015|IN|NIQ
5703202|05/01/2015|IN|NIQ
5703211|05/01/2016|IN|NIQ
5703217|05/01/2015|IN|NIQ
5703218|05/01/2015|IN|NIQ
5703223|05/01/2015|IN|NIQ
5703224|05/01/2015|IN|NIQ
5703228|05/01/2015|IN|NIQ
5703229|05/01/2015|IN|NIQ
5703232|01/15/2016|M|NIQ
5703698|02/17/2016|M|NIQ
5703770|05/13/2016|M|NIQ
5703860|02/24/2016|M|NIQ
5704043|10/10/2015|IN|NIQ
5704076|05/24/2016|IN|NIQ
5704136|02/19/2016|M|NIQ
5704170|02/22/2016|M|NIQ
5704195|04/15/2016|IN|NIQ
5704196|04/15/2016|IN|NIQ
5704205|04/15/2016|IN|NIQ
5704210|05/09/2016|M|NIQ
5704230|02/24/2016|M|NIQ
5704275|04/15/2016|IN|NIQ
5704318|12/23/2015|M|NIQ
5704421|01/01/2014|IN|NIQ
5704439|03/22/2015|IN|NIQ
5704445|05/08/2016|M|MAF
5704466|05/09/2016|M|NIQ
5704513|05/09/2016|IN|NIQ
5704528|05/05/2016|IN|NIQ
5704535|05/02/2016|IN|NIQ
5704547|05/26/2016|M|NIQ
5704603|01/07/2016|M|NIQ
5704606|05/30/2016|M|NIQ
5704691|05/10/2016|IN|NIQ
5704694|05/12/2016|M|NIQ
5704695|05/10/2016|IN|NIQ
5704991|05/18/2016|IN|NIQ
5705352|05/04/2016|M|NIQ
5705356|05/03/2016|M|NIQ
5705372|05/13/2016|IN|NIQ
5705409|02/29/2016|M|NIQ
5705415|05/10/2016|M|NIQ
5705426|01/18/2016|M|NIQ
5705519|03/16/2016|M|NIQ
5705556|03/03/2016|M|NIQ
5705830|02/26/2016|M|NIQ
5705842|05/13/2016|M|NIQ
5705846|05/06/2016|M|NIQ
5705938|05/12/2016|M|NIQ
5705994|09/18/2015|IN|NIQ
5706011|02/04/2016|M|NIQ
5706086|05/07/2016|IN|NIQ
5706088|04/15/2016|IN|NIQ
5706099|05/10/2016|M|NIQ
5706105|05/10/2016|IN|NIQ
5706184|05/11/2016|M|NIQ
5706258|12/25/2015|M|NIQ
5706270|03/01/2016|M|NIQ
5706279|05/12/2016|IN|NIQ
5706315|05/11/2016|M|NIQ
5706329|05/10/2016|M|NIQ
5706343|05/06/2016|IN|NIQ
5706387|05/10/2016|M|NIQ
5706402|02/11/2016|M|NIQ
5706472|06/24/2015|M|NIQ
5706583|09/09/2015|M|NIQ
5706610|05/10/2016|M|NIQ
5706618|05/10/2016|M|NIQ
5706619|05/10/2016|M|NIQ
5706620|05/10/2016|M|NIQ
5706685|05/13/2016|IN|NIQ
5706708|05/13/2016|M|NIQ
5707039|01/01/2015|IN|NIQ
5707286|05/12/2016|M|NIQ
5707304|05/12/2016|M|NIQ
5707411|05/11/2016|M|NIQ
5707445|05/12/2016|M|NIQ
5707468|05/26/2016|IN|NIQ
5707501|04/30/2016|IN|NIQ
5707595|02/26/2016|IN|NIQ
5707605|04/15/2015|IN|NIQ
5707645|05/01/2016|M|MAF
5707953|01/01/2016|IN|NIQ
5708033|05/12/2016|M|NIQ
5708046|04/28/2016|IN|NIQ
5708047|05/13/2016|M|NIQ
5708048|01/06/2016|M|NIQ
5708060|01/25/2016|IN|NIQ
5708072|05/20/2015|IN|NIQ
5708383|05/21/2015|M|NIQ
5708409|05/10/2016|M|NIQ
5708498|04/28/2015|M|NIQ
5708500|07/12/2015|M|NIQ
5708504|01/17/2016|M|NIQ
5708779|08/01/2014|IN|NIQ
5708879|05/11/2016|M|NIQ
5708965|02/24/2016|M|NIQ
5709484|05/09/2016|IN|NIQ
5709551|03/23/2016|IN|NIQ
5709585|04/06/2016|IN|NIQ
5709603|01/30/2016|M|NIQ
5709689|03/13/2016|IN|NIQ
5709898|05/13/2016|IN|NIQ
5710119|05/16/2016|IN|NIQ
5710202|05/12/2016|M|NIQ
5710214|05/12/2016|M|NIQ
5710338|06/03/2016|IN|MAF
5710950|05/10/2016|IN|MAF
5711743|05/23/2016|IN|NIQ
5713394|05/16/2016|M|MAF
5716661|05/12/2016|M|NIQ
5717417|05/12/2016|M|NIQ
5717460|05/12/2016|M|NIQ
5717532|05/12/2016|M|NIQ
5717535|05/12/2016|M|NIQ
5717544|05/12/2016|M|NIQ
5717604|05/12/2016|M|NIQ
